Branch,Customer_Name,Row_Type,Qty,Description,Price
Conut Jnah,Person_0159,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0159,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0159,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0159,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0159,TOTAL,17.0,,3
Conut Jnah,Person_0160,ITEM,1.0,BOSTON CHEESECAKE MINI,0.00
Conut Jnah,Person_0160,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0160,ITEM,1.0,PISTACHIO MINI,0.00
Conut Jnah,Person_0160,ITEM,1.0,THE ONE MINI,0.00
Conut Jnah,Person_0160,ITEM,1.0,THE SHARING BOX.,1
Conut Jnah,Person_0160,ITEM,1.0,TRIPLE CHOCOLATE MINI,0.00
Conut Jnah,Person_0160,TOTAL,6.0,,1
Conut Jnah,Person_0161,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0161,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0161,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0161,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0161,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0161,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0161,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0161,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0161,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0161,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0161,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0161,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0161,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0161,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0161,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0161,ITEM,1.0,  RASPBERRIES,(P)
Conut Jnah,Person_0161,ITEM,1.0,  RASPBERRIES,(P)
Conut Jnah,Person_0161,TOTAL,17.0,,4
Conut Jnah,Person_0162,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0162,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0162,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0162,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0162,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0162,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0162,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0162,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0162,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0162,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0162,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0162,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0162,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0162,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0162,ITEM,1.0,REGULAR,0.00
Conut Jnah,Person_0162,ITEM,1.0,REGULAR,0.00
Conut Jnah,Person_0162,TOTAL,16.0,,3
Conut Jnah,Person_0163,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0163,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0163,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0163,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0163,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0163,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0163,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0163,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0163,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0163,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0163,TOTAL,10.0,,2
Conut Jnah,Person_0164,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0164,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0164,ITEM,1.0,  LOTUS SAUCE,(R)
Conut Jnah,Person_0164,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0164,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0164,TOTAL,5.0,,1
Conut Jnah,Person_0165,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0165,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0165,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0165,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0165,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0165,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0165,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0165,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0165,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0165,TOTAL,9.0,,2
Conut Jnah,Person_0166,ITEM,1.0,BOSTON CHEESECAKE MINI,0.00
Conut Jnah,Person_0166,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0166,ITEM,1.0,PISTACHIO MINI,0.00
Conut Jnah,Person_0166,ITEM,1.0,THE ONE MINI,0.00
Conut Jnah,Person_0166,ITEM,1.0,THE SHARING BOX.,1
Conut Jnah,Person_0166,ITEM,1.0,TRIPLE CHOCOLATE MINI,0.00
Conut Jnah,Person_0166,TOTAL,6.0,,1
Conut Jnah,Person_0167,ITEM,1.0,CHIMNEY PISTACHIO,1
Conut Jnah,Person_0167,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0167,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0167,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0167,ITEM,1.0,  NO SPREAD,0.00
Conut Jnah,Person_0167,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0167,ITEM,1.0,PISTACHIO SAUCE.,238
Conut Jnah,Person_0167,ITEM,1.0,PISTACHIO SAUCE.,238
Conut Jnah,Person_0167,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0167,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0167,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0167,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0167,TOTAL,12.0,,3
Conut Jnah,Person_0168,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0168,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0168,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0168,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0168,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0168,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0168,ITEM,1.0,LOTUS SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0168,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0168,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0168,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0168,ITEM,1.0,WHITE CHOCOLATE SAUCE .(R),0.00
Conut Jnah,Person_0168,TOTAL,11.0,,2
Conut Jnah,Person_0169,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0169,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0169,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0169,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0169,ITEM,1.0,  BLUEBERRIES,(P)
Conut Jnah,Person_0169,ITEM,1.0,  BLUEBERRIES,(P)
Conut Jnah,Person_0169,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0169,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0169,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0169,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0169,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0169,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0169,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0169,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0169,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0169,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0169,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0169,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0169,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0169,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0169,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0169,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0169,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0169,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0169,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0169,TOTAL,25.0,,7
Conut Jnah,Person_0170,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0170,ITEM,1.0,MINI BERRY MIX,507
Conut Jnah,Person_0170,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0170,ITEM,1.0,NUTELLA SPREAD MINI.,0.00
Conut Jnah,Person_0170,ITEM,1.0,WHIPPED CREAM  .,0.00
Conut Jnah,Person_0170,TOTAL,5.0,,745
Conut Jnah,Person_0171,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0171,ITEM,1.0,ADD ICE CREAM,476
Conut Jnah,Person_0171,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0171,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0171,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0171,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0171,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0171,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0171,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0171,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0171,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0171,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0171,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0171,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0171,TOTAL,14.0,,3
Conut Jnah,Person_0172,ITEM,1.0,CHIMNEY BERRY MIX,1
Conut Jnah,Person_0172,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0172,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0172,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0172,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0172,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0172,ITEM,1.0,REGULAR,0.00
Conut Jnah,Person_0172,ITEM,1.0,  WHIPPED CREAM,0.00
Conut Jnah,Person_0172,TOTAL,8.0,,2
Conut Jnah,Person_0173,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0173,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0173,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0173,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0173,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0173,ITEM,1.0,NO SPREAD,0.00
Conut Jnah,Person_0173,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0173,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0173,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0173,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0173,ITEM,1.0,WHITE CHOCOLATE SAUCE .(R),0.00
Conut Jnah,Person_0173,TOTAL,11.0,,2
Conut Jnah,Person_0174,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0174,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0174,ITEM,1.0,CHIMNEY BERRY MIX,1
Conut Jnah,Person_0174,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0174,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0174,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0174,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0174,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0174,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0174,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0174,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0174,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0174,ITEM,1.0,  WHIPPED CREAM,0.00
Conut Jnah,Person_0174,ITEM,1.0,WHITE CHOCOLATE SAUCE .(R),0.00
Conut Jnah,Person_0174,ITEM,1.0,WHITE CHOCOLATE SAUCE .(R),0.00
Conut Jnah,Person_0174,TOTAL,15.0,,3
Conut Jnah,Person_0175,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0175,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0175,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0175,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0175,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0175,TOTAL,5.0,,1
Conut Jnah,Person_0176,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0176,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0176,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0176,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0176,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0176,TOTAL,5.0,,1
Conut Jnah,Person_0177,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0177,ITEM,1.0,CINNAMON SUGAR RINGS,417
Conut Jnah,Person_0177,ITEM,1.0,CONUT BOSTON CHEESECAKE,924
Conut Jnah,Person_0177,ITEM,1.0,CONUT TRIPLE CHOCOLATE,924
Conut Jnah,Person_0177,ITEM,1.0,  CRUSHED LOTUS,(R)
Conut Jnah,Person_0177,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0177,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0177,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0177,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0177,ITEM,1.0,WHITE CHOCOLATE DIP.(R),0.00
Conut Jnah,Person_0177,ITEM,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.00
Conut Jnah,Person_0177,TOTAL,11.0,,2
Conut Jnah,Person_0178,ITEM,1.0,BROWNIES.,178
Conut Jnah,Person_0178,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0178,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0178,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0178,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0178,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0178,ITEM,1.0,WHITE CHOCOLATE SPREAD CHIMNEY,178
Conut Jnah,Person_0178,TOTAL,7.0,,1
Conut Jnah,Person_0179,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0179,ITEM,1.0,CHIMNEY TRIPLE CHOCOLATE,1
Conut Jnah,Person_0179,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0179,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0179,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0179,TOTAL,5.0,,1
Conut Jnah,Person_0180,ITEM,1.0,CINNAMON SUGAR RINGS,417
Conut Jnah,Person_0180,ITEM,1.0,CINNAMON SUGAR RINGS,417
Conut Jnah,Person_0180,ITEM,1.0,CINNAMON SUGAR RINGS,417
Conut Jnah,Person_0180,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0180,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0180,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0180,ITEM,1.0,LOTUS DIP.(R),0.00
Conut Jnah,Person_0180,ITEM,1.0,NUTELLA DIP.(R),0.00
Conut Jnah,Person_0180,ITEM,1.0,NUTELLA DIP.(R),0.00
Conut Jnah,Person_0180,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0180,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0180,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0180,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0180,TOTAL,13.0,,2
Conut Jnah,Person_0181,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0181,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0181,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0181,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0181,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0181,TOTAL,5.0,,1
Conut Jnah,Person_0182,ITEM,1.0,BOSTON CHEESECAKE CONUT,0.00
Conut Jnah,Person_0182,ITEM,1.0,BOSTON CHEESECAKE CONUT,0.00
Conut Jnah,Person_0182,ITEM,1.0,CHIMNEY BERRY MIX,1
Conut Jnah,Person_0182,ITEM,1.0,CHIMNEY BERRY MIX,1
Conut Jnah,Person_0182,ITEM,1.0,CONUT COMBO,2
Conut Jnah,Person_0182,ITEM,1.0,CONUT COMBO,2
Conut Jnah,Person_0182,ITEM,1.0,CONUT PISTACHIO,1
Conut Jnah,Person_0182,ITEM,1.0,CONUT PISTACHIO,1
Conut Jnah,Person_0182,ITEM,1.0,CONUT PISTACHIO,1
Conut Jnah,Person_0182,ITEM,1.0,CONUT PISTACHIO,1
Conut Jnah,Person_0182,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0182,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0182,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0182,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0182,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0182,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0182,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0182,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0182,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0182,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0182,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0182,ITEM,1.0,PISTACHIO CONUT,0.00
Conut Jnah,Person_0182,ITEM,1.0,PISTACHIO CONUT,0.00
Conut Jnah,Person_0182,ITEM,1.0,PISTACHIO TOPPING,0.00
Conut Jnah,Person_0182,ITEM,1.0,PISTACHIO TOPPING,0.00
Conut Jnah,Person_0182,ITEM,1.0,PISTACHIO TOPPING,0.00
Conut Jnah,Person_0182,ITEM,1.0,PISTACHIO TOPPING,0.00
Conut Jnah,Person_0182,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0182,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0182,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0182,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0182,ITEM,1.0,THE ONE CONUT,0.00
Conut Jnah,Person_0182,ITEM,1.0,THE ONE CONUT,0.00
Conut Jnah,Person_0182,ITEM,1.0,TRIPLE CHOCOLATE CONUT,0.00
Conut Jnah,Person_0182,ITEM,1.0,TRIPLE CHOCOLATE CONUT,0.00
Conut Jnah,Person_0182,ITEM,1.0,  WHIPPED CREAM,0.00
Conut Jnah,Person_0182,ITEM,1.0,  WHIPPED CREAM,0.00
Conut Jnah,Person_0182,TOTAL,37.0,,12
Conut Jnah,Person_0183,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0183,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0183,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0183,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0183,ITEM,1.0,CRUSHED LOTUS.,178
Conut Jnah,Person_0183,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0183,ITEM,1.0,LOTUS SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0183,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0183,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0183,TOTAL,9.0,,2
Conut Jnah,Person_0184,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0184,ITEM,1.0,CHIMNEY PISTACHIO,1
Conut Jnah,Person_0184,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0184,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0184,ITEM,1.0,  NO SPREAD,0.00
Conut Jnah,Person_0184,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0184,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0184,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0184,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0184,TOTAL,9.0,,2
Conut Jnah,Person_0185,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0185,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0185,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0185,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0185,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0185,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0185,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0185,ITEM,1.0,NUTELLA SPREAD CONUT.,0.00
Conut Jnah,Person_0185,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0185,ITEM,1.0,WHITE CHOCOLATE SAUCE .(R),0.00
Conut Jnah,Person_0185,TOTAL,10.0,,2
Conut Jnah,Person_0186,ITEM,1.0,  BROWNIES,(R)
Conut Jnah,Person_0186,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0186,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0186,ITEM,1.0,CONUT BOSTON CHEESECAKE,924
Conut Jnah,Person_0186,ITEM,1.0,CONUT TRIPLE CHOCOLATE,924
Conut Jnah,Person_0186,ITEM,1.0,  CRUSHED LOTUS,(R)
Conut Jnah,Person_0186,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0186,ITEM,1.0,NO SPREAD..,0.00
Conut Jnah,Person_0186,ITEM,1.0,NUTELLA SAUCE . (R),0.00
Conut Jnah,Person_0186,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0186,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0186,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0186,ITEM,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.00
Conut Jnah,Person_0186,TOTAL,13.0,,3
Conut Jnah,Person_0187,ITEM,1.0,BROWNIES . (R),0.00
Conut Jnah,Person_0187,ITEM,1.0,CHIMNEY THE ORIGINAL,1
Conut Jnah,Person_0187,ITEM,1.0,CLASSIC CHIMNEY,595
Conut Jnah,Person_0187,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0187,ITEM,1.0,ICE CREAM ON THE SIDE,0.00
Conut Jnah,Person_0187,ITEM,1.0,LOTUS SPREAD CHIMNEY,178
Conut Jnah,Person_0187,ITEM,1.0,  NUTELLA SAUCE,(R)
Conut Jnah,Person_0187,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0187,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0187,ITEM,1.0,PRESSED,0.00
Conut Jnah,Person_0187,ITEM,1.0,STRAWBERRY.,178
Conut Jnah,Person_0187,TOTAL,11.0,,2
Conut Jnah,Person_0188,ITEM,1.0,CHIMNEY THE ONE,1
Conut Jnah,Person_0188,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0188,ITEM,1.0,  LOTUS SAUCE,(R)
Conut Jnah,Person_0188,ITEM,1.0,NUTELLA SPREAD CHIMNEY.,0.00
Conut Jnah,Person_0188,ITEM,1.0,  STRAWBERRY,(R)
Conut Jnah,Person_0188,TOTAL,5.0,,1
Conut Jnah,Person_0189,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0189,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0189,ITEM,1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0189,ITEM,-1.0,  CARAMEL SAUCE,(R)
Conut Jnah,Person_0189,ITEM,-1.0,CONUT THE ONE,-893
Conut Jnah,Person_0189,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0189,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0189,ITEM,1.0,CONUT THE ONE,893
Conut Jnah,Person_0189,ITEM,1.0,DELIVERY CHARGE,238
Conut Jnah,Person_0189,ITEM,1.0,DELIVERY CHARGE,238
